PlayerID,FullName,YearID,WARYearOne,WARYearTwo,WARYearThree,WARYearFour,WARYearFive,WARYearSix
345,Tyler Flowers,2008,,0.0,0.0,1.3,1.8,0.3
1926,Clint Sammons,2008,-0.5,0.1,,,,
3959,Phillip Britton,2008,,,,,,
1998,Matt Wieters,2008,,1.1,3.1,5.7,4.5,2.0
2271,Mark Wagner,2008,,,,,,
517,Francisco Hernandez,2008,,,,,,
3049,Donny Lucy,2008,,,0.2,0.0,,
270,Geovany Soto,2008,3.0,1.3,4.1,3.4,1.1,1.1
5126,Josh Donaldson,2008,,,-0.3,,1.2,7.3
1658,Welington Castillo,2008,,,0.2,-0.3,0.8,1.0
2771,Jake Fox,2008,,0.1,-0.8,-0.4,,
1386,Steve Clevenger,2008,,,,0.0,-0.6,0.0
2374,Devin Mesoraco,2008,,,,-0.4,0.4,-1.0
1115,Craig Tatum,2008,,0.0,0.7,0.2,,
2023,Matt McBride,2008,,,,,-1.0,
5034,Wyatt Toregas,2008,,-0.5,,-0.1,,
915,Michael McKenry,2008,,,-0.2,-0.5,0.3,-0.8
4669,Lars Davis,2008,,,,,,
4519,James Skelton,2008,,,,,,
647,Brett Hayes,2008,,0.1,-0.4,-0.2,-1.0,-0.1
616,J.R. Towles,2008,-1.0,-0.1,0.1,0.0,,
758,Max Sapp,2008,,,,,,
1083,Lou Santangelo,2008,,,,,,
434,Hank Conger,2008,,,-0.2,0.7,-0.1,2.7
2372,Anel De Los Santos,2008,,,,,,
1421,Bobby Wilson,2008,0.0,-0.1,0.8,-0.1,1.5,
4454,Lucas May,2008,,,-0.6,,,
1427,Carlos Santana,2008,,,1.6,0.3,0.0,2.3
2230,Angel Salome,2008,-0.1,,,,,
2297,Jonathan Lucroy,2008,,,3.6,5.8,6.0,7.0
3090,Wilson Ramos,2008,,,0.5,4.4,0.5,2.0
4988,Jesus Montero,2008,,,,0.5,-1.4,-1.1
4901,Austin Romine,2008,,,,-0.1,,-0.3
941,Francisco Cervelli,2008,-0.1,0.4,1.6,1.1,0.0,1.1
4266,Francisco Pena,2008,,,,,,
1129,Landon Powell,2008,,0.4,0.0,-0.7,,
3438,Anthony Recker,2008,,,,0.0,-0.3,-0.2
2454,Lou Marson,2008,0.2,-0.1,-1.1,-1.1,-0.8,0.0
4211,Jason Jaramillo,2008,,-0.7,-0.8,-0.3,,
604,Travis D'Arnaud,2008,,,,,,0.2
305,Andrew Walker,2008,,,,,,
3961,Mitch Canham,2008,,,,,,
3622,Nick Hundley,2008,-0.4,0.7,0.8,2.2,-1.7,0.2
3296,Jeff Clement,2008,-0.4,,-0.3,,-0.3,
1835,Adam Moore,2008,,-0.1,-2.4,-0.1,0.0,0.1
2804,Rob Johnson,2008,-0.4,-2.0,-1.7,-1.0,-0.4,-0.4
1912,Jackson Williams,2008,,,,,,
5247,Bryan Anderson,2008,,,-0.2,,0.0,-0.5
1816,Luis De La Cruz,2008,,,,,,
3853,John Jaso,2008,-0.1,,1.0,-1.3,2.0,0.4
3592,Mike McCormick,2008,,,,,,
3170,Nevin Ashley,2008,,,,,,
5348,Taylor Teagarden,2008,1.0,1.1,0.1,0.2,-0.4,-0.4
2355,Cristian Santana,2008,,,,,,
4248,Max Ramirez,2008,0.0,,-0.5,,,
56,J.P. Arencibia,2008,,,-0.2,-1.1,0.8,0.1
1580,Curtis Thigpen,2008,0.2,,,,,
3850,Robinzon Diaz,2008,0.1,-0.3,,,,
1865,Brian Jeroloman,2008,,,,,,
668,Derek Norris,2008,,,,,0.5,2.8
3388,Rossmel Perez,2009,,,,,,
4519,James Skelton,2009,,,,,,
5351,Ed Easley,2009,,,,,,
90,Braeden Schlehuber,2009,,,,,,
1157,Matt Kennelly,2009,,,,,,
3517,Christian Bethancourt,2009,,,,,0.0,-0.7
1998,Matt Wieters,2009,1.1,3.1,5.7,4.5,2.0,0.7
2349,Caleb Joseph,2009,,,,,,1.8
277,Luis Exposito,2009,,,,-0.3,,
2271,Mark Wagner,2009,,,,,,
345,Tyler Flowers,2009,0.0,0.0,1.3,1.8,0.3,2.7
3344,Cole Armstrong,2009,,,,,,
1658,Welington Castillo,2009,,0.2,-0.3,0.8,1.0,0.5
1386,Steve Clevenger,2009,,,0.0,-0.6,0.0,-0.1
2389,Matt Cerda,2009,,,,,,
2374,Devin Mesoraco,2009,,,-0.4,0.4,-1.0,4.2
3197,Ryan Hanigan,2009,3.1,3.3,3.9,4.2,0.3,1.7
1115,Craig Tatum,2009,0.0,0.7,0.2,,,
1427,Carlos Santana,2009,,1.6,0.3,0.0,2.3,2.2
797,Wilin Rosario,2009,,,0.0,-0.6,1.0,0.0
915,Michael McKenry,2009,,-0.2,-0.5,0.3,-0.8,1.0
3515,Dusty Ryan,2009,-0.2,,,,,
433,Alex Avila,2009,0.6,-0.1,4.5,2.9,1.1,1.8
876,Kyle Skipworth,2009,,,,,0.0,
